"Calendario[Mesaño]";"SISDAT[Categoria]";"SISDAT[Nivel Voltaje]";"SISDAT[Grupo de consumo]";"SISDAT[Tipo Consumo]";"SISDAT[Tipo Tarifa]";"SISDAT[TRA-130.Tarifa SISDAT]";"Clientes_BOL";"MWh_BOL";"FACT_BOL";"Clientes_EOR";"MWh_EOR";"FACT_EOR";"Clientes_ESM";"MWh_ESM";"FACT_ESM";"Clientes_GYE";"MWh_GYE";"FACT_GYE";"Clientes_GLR";"MWh_GLR";"FACT_GLR";"Clientes_LRS";"MWh_LRS";"FACT_LRS";"Clientes_MAN";"MWh_MAN";"FACT_MAN";"Clientes_MLG";"MWh_MLG";"FACT_MLG";"Clientes_STE";"MWh_STE";"FACT_STE";"Clientes_STDO";"MWh_STDO";"FACT_STDO";"Clientes_SUC";"MWh_SUC";"FACT_SUC"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Asistencia Social con Demanda";"BTCGCD03";"2";"2,572";"240,81";"0";"0";"0";"2";"3,11138";"271,81";"44";"137,749";"10521,02";"4";"10,217";"848,16";"5";"4,6838";"446,33";"4";"16,642";"1310,64";"10";"26,58592";"2180,54";"0";"0";"0";"0";"0";"0";"3";"1,861";"157,61"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Asistencia Social con Demanda Horaria";"NDCGCD01";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"51";"173,34685";"13076,57"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Autoconsumo con Demana Horaria";"BTCGCD37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Autoconsumo con Demanda";"BTCGCD04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2,2";"238,72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Beneficio Público";"BTCGSD04";"519";"51,98616";"3061,18";"863";"295,83113";"16369,64";"825";"161,76649";"9015,88";"438";"485,25617";"46955,53";"856";"305,39361";"17309,47";"347";"98,34664";"5581,82";"780";"289,48144";"16405,96";"314";"128,58918";"7286,28";"183";"94,6707";"5311,96";"1004";"267,65978";"14764";"760";"136,8267";"7478,03"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Beneficio Público con Demanda";"BTCGCD05";"2";"3,364";"261,35";"1";"0,22134";"27,74";"5";"5,52061";"612,35";"57";"159,27";"12032,14";"2";"4,545";"353,9";"9";"15,5089";"1374,12";"10";"20,67118";"1766,42";"18";"65,515";"5367,94";"1";"1,617";"121,57";"0";"0";"0";"7";"3,33824";"438,08"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Beneficio Público con Demanda Horaria";"BTCGCD20";"0";"0";"0";"1";"1,85946";"173,06";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"91,67731";"7043,38"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Bombeo de Agua";"BTCGSD13";"3";"1,775";"141,66";"0";"0";"0";"15";"11,304";"922,59";"1";"2,392";"208,29";"52";"60,3462";"4956,77";"19";"11,215";"918,19";"23";"8,80412";"738,34";"74";"79,72656";"6551,82";"0";"0";"0";"24";"18,55574";"1527,42";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Bombeo de Agua Comunidades Campesinas";"BTCGCD21";"0";"0";"0";"5";"7,11654";"288,16";"2";"4,239";"170,96";"0";"0";"0";"30";"32,528";"1322,12";"16";"23,5062";"951,45";"21";"27,54952";"1116,68";"9";"18,09684";"730,17";"0";"0";"0";"9";"11,55192";"468,37";"66";"55,7965";"2278,06"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Bombeo de Agua con Demanda";"BTCGCD06";"6";"3,83316";"412,85";"0";"0";"0";"2";"8,795";"834,25";"5";"37,491";"3373,81";"7";"6,451";"633,77";"8";"23,9612";"2495,16";"1";"0,8721";"73,33";"16";"105,60052";"15225,39";"0";"0";"0";"1";"0,324";"37,55";"9";"5,725";"583,31"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Bombeo de Agua con Demanda Horaria";"BTCGCD34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1,212";"132,98";"0";"0";"0";"1";"0";"1,41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"35,45445";"3880,97"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Bombeo de Agua para Servicio Público de Agua";"BTCGSD14";"0";"0";"0";"15";"16,21698";"1068,44";"3";"1,896";"124,57";"42";"32,79564";"2164,77";"5";"2,14";"140,5";"10";"49,05122";"3235,06";"1";"0,14";"9,53";"0";"0";"0";"15";"20,6293";"1353,86";"18";"12,16488";"803,04";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Bombeo de Agua para Servicio Público de Agua con Demanda Horaria";"BTCGCD40";"0";"0";"0";"5";"5,754";"360,24";"0";"0";"0";"16";"72,582";"4740,92";"0";"0";"0";"0";"0";"0";"1";"3,997";"329,04";"0";"0";"0";"0";"0";"0";"0";"0";"0";"80";"594,81895";"38510,27"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Culto Religioso";"BTCGSD09";"2";"0,058";"4,79";"5";"1,44738";"87,41";"4";"0,12";"9,72";"0";"0";"0";"4";"0,098";"8,98";"2";"0,001";"2,85";"2";"0,966";"47,48";"3";"0,534";"22,88";"1";"0,204";"8,56";"1";"0,122";"5,6";"8";"0,26";"20,26"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Culto Religioso con Demanda";"BTCGCD32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Entidades Oficiales";"BTCGSD05";"355";"145,97755";"13545,49";"998";"431,98076";"39755,42";"373";"213,34403";"19702,1";"1246";"954,73122";"89859,28";"705";"547,84461";"50291,51";"299";"193,30004";"17750,2";"559";"380,0261";"34887,88";"341";"201,2153";"18537,56";"448";"666,88477";"61670,54";"685";"454,67696";"41759,33";"302";"135,39458";"12458,41"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Entidades Oficiales con Demanda";"BTCGCD07";"12";"36,335";"3928,58";"1";"4,17384";"428,15";"11";"36,50016";"3613,3";"314";"717,10796";"71788,97";"31";"136,604";"14331,05";"26";"67,06036";"7198,33";"60";"141,54339";"15270,91";"68";"269,5186";"27812,39";"6";"15,136";"1556,41";"3";"7,65974";"744,19";"28";"22,3537";"2798,81"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Entidades Oficiales con Demanda Horaria";"BTCGCD35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"3,358";"354,66";"0";"0";"0";"0";"0";"0";"7";"73,59871";"7059,84";"0";"0";"0";"0";"0";"0";"0";"0";"0";"220";"769,75977";"77441,58"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Escenarios Deportivos";"BTCGSD12";"0";"0";"0";"19";"2,0808";"200,86";"0";"0";"0";"1";"2,0706";"200,07";"1";"1,11";"101,34";"11";"3,876";"352,01";"10";"4,37322";"397,8";"2";"1,437";"129,86";"7";"0,5016";"55,16";"11";"1,87492";"176,74";"8";"1,527";"145,95"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Escenarios Deportivos con Demanda";"BTCGCD08";"0";"0";"0";"0";"0";"0";"4";"0,023";"72,14";"0";"0";"0";"0";"0";"0";"1";"1,00878";"107,78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"6,329";"737,6"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Escenarios Deportivos con Demanda Horaria";"BTCGCD36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5";"11,16798";"1282,52"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Ocasional";"BTCGCD12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Otros";"BTCGSD08";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Otros con Demanda";"BTCGCD09";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Otros con Demanda Horaria";"BTCGCD38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Servicio Comunitario";"BTCGSD11";"0";"0";"0";"3";"0,7038";"64,71";"3";"0,46";"43,01";"19";"7,68518";"716,23";"8";"1,114";"106,04";"0";"0";"0";"7";"1,987";"182,28";"0";"0";"0";"0";"0";"0";"1";"0,053";"5,76";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Servicio Comunitario con Demanda";"BTCGCD11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"9,28";"1144,77";"2";"0,395";"163,12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Servicio Comunitario con Demanda Horaria";"BTCGCD39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Baja";"5 - Otros";"Público";"Vehículos Eléctricos con Demanda Horaria";"BTCGCD41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"2 -  Comercial";"No Público";"Comercial con Demanda";"MTCGCD01";"187";"371,42866";"43959,03";"677";"695,71922";"80902,73";"456";"1566,2625";"189885,13";"1768";"28523,78378";"2988179,92";"1592";"12204,00389";"1434175,09";"660";"2692,59288";"322737,01";"1975";"7460,73701";"879185,87";"480";"3409,55924";"395609,27";"481";"4043,25413";"463662,09";"839";"3422,88672";"408452,66";"0";"0";"0"
"1/7/2025";"General";"Media";"2 -  Comercial";"No Público";"Comercial con Demanda Horaria";"MTCGCD02";"0";"0";"0";"620";"6345,55585";"657239,54";"41";"883,31479";"91487,77";"529";"20519,64358";"1976397,9";"90";"2809,77403";"293006,56";"40";"569,44358";"58791,43";"451";"10104,36505";"1044782,81";"33";"1902,39139";"197035,9";"5";"483,7164";"48461,29";"206";"5083,41004";"518781,54";"21";"359,9122";"40171,84"
"1/7/2025";"General";"Media";"2 -  Comercial";"Público";"Comercial con Demanda";"MTCGCD01";"0";"0";"0";"0";"0";"0";"7";"14,90228";"1779,94";"5";"60,7512";"6503,58";"15";"106,30604";"12678,91";"5";"8,97804";"1164,64";"22";"227,80114";"25659,82";"18";"371,60096";"42330,98";"0";"0";"0";"2";"11,94216";"1314,15";"0";"0";"0"
"1/7/2025";"General";"Media";"2 -  Comercial";"Público";"Comercial con Demanda Horaria";"MTCGCD02";"0";"0";"0";"1";"4,51962";"468,61";"0";"0";"0";"0";"0";"0";"1";"4,7328";"465,68";"1";"56,337";"5514,09";"6";"133,3056";"13804,13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"3 - Industrial";"No Público";"Industrial con Demanda";"MTCGCD03";"19";"37,50116";"4825,21";"163";"165,444";"19920,75";"42";"150,12146";"22131,69";"254";"9646,03308";"961233,3";"377";"7787,02839";"912144,47";"42";"303,79594";"35088,78";"18";"110,30288";"13919,49";"50";"650,42632";"78028,41";"44";"1088,4173";"128998,45";"87";"303,50842";"42377,24";"0";"0";"0"
"1/7/2025";"General";"Media";"3 - Industrial";"No Público";"Industrial con Demanda Horaria Diferenciada";"MTCGCD32";"0";"0";"0";"526";"37836,4842";"3720903,13";"36";"4255,20697";"417604,74";"497";"44871,90597";"4029808,5";"208";"21045,36036";"2093588,85";"78";"3598,04576";"367378,58";"117";"21478,39073";"2117885,02";"50";"4988,69876";"502605,5";"27";"2297,29931";"232067,67";"113";"7867,81544";"770841,69";"41";"2144,48699";"217945,94"
"1/7/2025";"General";"Media";"3 - Industrial";"Público";"Industrial con Demanda";"MTCGCD03";"0";"0";"0";"0";"0";"0";"1";"0,09151";"171,39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"281,7876";"33245,8";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"3 - Industrial";"Público";"Industrial con Demanda Horaria Diferenciada";"MTCGCD32";"0";"0";"0";"0";"0";"0";"2";"36,48247";"5867,17";"0";"0";"0";"0";"0";"0";"1";"0";"1,41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"220,906";"21076,76"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Abonados Especiales con Demanda";"MTCGCD05";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0,83538";"85,15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Abonados Especiales con Demanda Horaria";"MTCGCD06";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Asistencia Social con Demanda";"MTCGCD07";"0";"0";"0";"0";"0";"0";"8";"29,17774";"2539,35";"99";"870,59954";"66277,9";"10";"58,07614";"4875,87";"7";"43,51316";"3380,84";"10";"34,18265";"2742,39";"0";"0";"0";"2";"5,55084";"483,51";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Asistencia Social con Demanda Horaria";"MTCGCD08";"0";"0";"0";"4";"77,60488";"5403,35";"1";"18,105";"1332,7";"34";"3941,3436";"242731,98";"0";"0";"0";"1";"24,77478";"1663,69";"6";"655,55928";"44415,64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Autoconsumo con Demanda";"MTCGCD37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Autoconsumo con Demanda Horaria";"MTCGCD36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Beneficio Público con Demanda";"MTCGCD09";"0";"0";"0";"0";"0";"0";"5";"10,84946";"910,86";"3";"11,104";"850,92";"1";"6,5484";"634,54";"2";"18,26718";"1435,89";"4";"11,67594";"993,92";"1";"14,90832";"1338,61";"3";"17,96322";"1499,8";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Beneficio Público con Demanda Horaria";"MTCGCD10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Bombeo de Agua Comunidades Campesinas";"MTCGCD30";"1";"0,64566";"26,53";"0";"0";"0";"0";"0";"0";"2";"3,417";"138,08";"33";"627,88512";"25139,22";"2";"2,704";"109,56";"1";"3,05184";"122,77";"0";"0";"0";"21";"106,62589";"4281,15";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Bombeo de Agua con Demanda";"MTCGCD11";"0";"0";"0";"50";"110,57182";"7176,93";"18";"85,0555";"8968,88";"93";"2512,79842";"180719,39";"377";"2595,49382";"239611,79";"63";"633,19502";"50221,2";"184";"1053,92126";"89059,51";"59";"2753,82084";"212593,81";"218";"5102,66411";"376542,56";"61";"396,48432";"32498,02";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Bombeo de Agua con Demanda Horaria";"MTCGCD12";"0";"0";"0";"321";"8538,25312";"622185,46";"4";"122,5142";"9723,56";"57";"4473,90852";"271670,84";"19";"420,89885";"39515,15";"14";"1096,34588";"77217,07";"27";"665,62672";"46365,75";"51";"8700,33354";"585607,28";"22";"3050,128";"204546,48";"33";"361,02372";"25371,74";"1";"0,00204";"1,71"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Culto Religioso con Demanda";"MTCGCD33";"2";"1,16892";"115,94";"33";"56,69834";"6036,92";"4";"5,6729";"575,38";"46";"150,82038";"14778,6";"49";"197,06584";"19249,36";"27";"45,35222";"5010,24";"42";"55,75038";"6157,86";"13";"27,63206";"3302,24";"4";"5,4328";"658,98";"16";"24,08382";"2478,27";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Escenarios Deportivos con Demanda";"MTCGCD15";"2";"0,22542";"72,69";"7";"5,05716";"573,29";"0";"0";"0";"31";"256,3928";"22721,76";"8";"43,15758";"4399,27";"8";"19,76552";"2240,71";"7";"5,97918";"957,85";"2";"1,92576";"261,07";"0";"0";"0";"1";"3,531";"351,69";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Escenarios Deportivos con Demanda Horaria";"MTCGCD16";"0";"0";"0";"4";"15,65576";"1832,16";"0";"0";"0";"4";"94,8746";"8858,74";"0";"0";"0";"0";"0";"0";"1";"3,49146";"1285,12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Estación de Carga Rápida con Demanda Horaria Diferenciada";"MTCGCD25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"275,453";"17675,15";"2";"92,1436";"6093,64";"0";"0";"0";"1";"0";"43,53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Otros con Demanda";"MTCGCD19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Servicio Comunitario con Demanda";"MTCGCD35";"0";"0";"0";"9";"7,33788";"822,16";"31";"61,11609";"6066,74";"145";"1921,66556";"148155,54";"181";"873,33766";"83731,31";"1";"0,68034";"76,39";"62";"165,75162";"15705,97";"0";"0";"0";"13";"45,59642";"4635,17";"1";"2,1114";"182,17";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"No Público";"Servicio Comunitario con Demanda Horaria";"MTCGCD34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"1258,7948";"88483,93";"0";"0";"0";"0";"0";"0";"4";"19,8084";"1656,38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Abonados Especiales con Demanda";"MTCGCD05";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Abonados Especiales con Demanda Horaria";"MTCGCD06";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Asistencia Social con Demanda";"MTCGCD07";"14";"105,22702";"7953,55";"18";"12,8775";"1200,2";"17";"115,23249";"8830,29";"39";"487,822";"34982,04";"25";"421,63036";"31972,28";"25";"244,79912";"18521,11";"60";"151,55175";"12451,05";"12";"187,435";"13906,66";"10";"270,94456";"19757,75";"16";"107,04282";"8322";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Asistencia Social con Demanda Horaria";"MTCGCD08";"0";"0";"0";"40";"1206,23968";"82496,66";"10";"1292,14842";"82115,3";"21";"5234,1928";"318699,98";"4";"560,9593";"37445,81";"2";"464,70384";"31474,09";"33";"2389,85304";"159767,27";"1";"331,296";"21812,61";"0";"0";"0";"9";"691,95882";"46349,42";"8";"212,85424";"14763,04"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Autoconsumo con Demanda";"MTCGCD37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1,41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Autoconsumo con Demanda Horaria";"MTCGCD36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Beneficio Público con Demanda";"MTCGCD09";"35";"93,09464";"7263,47";"33";"36,46296";"2073,97";"58";"323,89547";"26786,17";"63";"1258,35982";"88955,18";"44";"598,77646";"49728,71";"35";"154,16922";"12643,11";"214";"497,28616";"43336,55";"15";"113,89984";"9238,49";"15";"56,2687";"4605,41";"34";"165,23984";"12945,77";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Beneficio Público con Demanda Horaria";"MTCGCD10";"0";"0";"0";"30";"508,77302";"36448,86";"3";"50,30251";"3419,67";"21";"1776,31";"113612,01";"4";"44,87";"3005,09";"2";"40,57458";"2965,33";"20";"1053,21642";"76372,1";"0";"0";"0";"0";"0";"0";"3";"60,95496";"4445,29";"10";"85,74";"6004,77"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Bombeo de Agua Comunidades Campesinas";"MTCGCD30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"4,04736";"190,32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"14,8512";"595,45";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Bombeo de Agua con Demanda";"MTCGCD11";"0";"0";"0";"2";"0,16116";"114,27";"30";"180,04593";"15320,63";"2";"16,82346";"1089,33";"148";"908,52079";"73268,36";"88";"1412,7643";"110002,22";"63";"101,72966";"9923,75";"48";"1239,57736";"90679,55";"8";"92,92748";"7017,51";"31";"270,21534";"21642,73";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Bombeo de Agua con Demanda Horaria";"MTCGCD12";"0";"0";"0";"0";"0";"0";"4";"130,90734";"11641,94";"1";"232,4";"12878,26";"5";"27,0767";"5358,37";"1";"46,4151";"3042,17";"70";"688,45947";"56179,21";"1";"26,27724";"1818,58";"2";"729,486";"47732,15";"0";"0";"0";"3";"3,36";"833,2"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Bombeo de Agua para Servicio Público de Agua con Demanda Horaria";"MTCGCD39";"0";"0";"0";"45";"1091,00526";"52141,44";"9";"229,13391";"10809,97";"30";"1213,36032";"62600,67";"38";"1121,7515";"59845,68";"7";"923,6415";"44002,61";"61";"3168,97557";"158671,17";"2";"99,723";"4663,72";"0";"0";"0";"35";"480,2894";"23662,37";"5";"410,9516";"18844,9"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Entidades Oficiales con Demanda";"MTCGCD13";"98";"176,57008";"16453,43";"194";"252,1083";"24015,91";"174";"1169,73221";"109748,34";"214";"3277,0237";"252705,9";"294";"1718,88814";"162172,03";"133";"588,22846";"56207,79";"509";"1531,25516";"145424,11";"37";"395,53148";"34794,25";"140";"1590,94982";"144714,01";"130";"769,59016";"69401,63";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Entidades Oficiales con Demanda Horaria";"MTCGCD14";"0";"0";"0";"163";"1574,6192";"130442,17";"13";"476,65433";"38459,62";"124";"5986,0216";"413243,14";"7";"107,1761";"9146,45";"6";"117,00522";"9250,57";"118";"2195,69317";"178431,53";"1";"114,314";"9248,94";"2";"247,3785";"19636,24";"36";"1845,2836";"140669,93";"31";"1118,93534";"90897,62"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Escenarios Deportivos con Demanda";"MTCGCD15";"0";"0";"0";"5";"0,88332";"126,85";"0";"0";"0";"1";"1,32906";"110,03";"0";"0";"0";"6";"15,39494";"1761,95";"4";"1,78146";"285,87";"1";"1,96";"217,21";"5";"1,3056";"793,82";"2";"8,14848";"1954,52";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Escenarios Deportivos con Demanda Horaria";"MTCGCD16";"0";"0";"0";"1";"0,38964";"196,89";"0";"0";"0";"1";"22,75";"1808,63";"0";"0";"0";"0";"0";"0";"7";"43,29106";"5159,93";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Estacionales y Ocasionales";"MTCGCD31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Estación de Carga Rápida con Demanda Horaria Diferenciada";"MTCGCD25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"61,27956";"4086,14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Otros con Demanda";"MTCGCD19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1/7/2025";"General";"Media";"5 - Otros";"Público";"Servicio Comunitario con Demanda";"MTCGCD35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"29,178";"2330,02";"4";"3,31602";"300,82";"0";"0";"0";"1";"0,55896";"101,69";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
